transaction_id,member_id,product_type,amount_usd,transaction_date
55,d3544a0d-3d90-4adf-b297-fdd22a788cde,SuperSwipe,39.99,2025-07-26
56,975390d9-4c66-46df-aa72-e9020b9d80a1,Spotlight,9.99,2025-06-20
57,8d3cb46b-501f-478b-865c-ef16d5cab06c,Subscription,39.99,2025-08-11
58,50bc18ca-7878-4d1a-bc11-d0c0184cc29b,Subscription,39.99,2025-12-12
59,138610ab-fd69-4ec7-9b88-e9e761fcbffb,Subscription,19.99,2025-06-17
60,62f9650a-2fa5-4cc6-bc1b-6a94894611e5,SuperSwipe,9.99,2025-06-28
61,4dc8e5c9-3f43-4acd-8637-b85b6ed99b7c,Subscription,19.99,2025-08-09
62,f6d95b35-e772-4caa-b523-1a543cc0c87c,SuperSwipe,39.99,2025-11-26
63,095ec6b8-9974-4139-b487-518958d3a793,Spotlight,19.99,2025-11-09
64,2a12af96-5fa7-4160-a9bf-3855e40501fa,SuperSwipe,39.99,2025-11-28
65,b0d42e65-33c1-49c6-96df-6d683558b9fb,Spotlight,39.99,2025-08-13
66,8404675c-2ba3-4d5a-a577-70dfc9a1c77f,Subscription,39.99,2025-10-29
67,f70739f8-06df-4a04-ae5f-75f20190bd3f,Spotlight,9.99,2025-07-20
68,6a853764-6c05-4ce8-adf7-363efdf2fdcf,Subscription,39.99,2025-09-03
69,efb3f93d-2e32-42f4-b56c-c8a74e09d5f6,Spotlight,39.99,2025-09-02
70,ced80ff0-587f-42e1-b82c-e5ca0dda7a19,SuperSwipe,9.99,2025-08-24
71,14455114-14bc-4fa8-a39c-0f6dba397c3d,Spotlight,19.99,2025-08-30
72,f01fa089-1e86-439f-ab62-1c39022e98e2,Subscription,9.99,2025-10-19
73,ceb9f329-62a7-42e9-b652-5e6fc49494f3,Subscription,39.99,2025-10-03
74,3cade5c2-fae3-4b38-b03c-d6c1bb3daa94,Subscription,39.99,2025-09-18
75,e0b3e60c-38cf-4aa5-b70d-3685fdd5705d,Subscription,9.99,2025-06-16
76,51b8e1a5-ea15-4da2-8368-608d687e8ae0,Subscription,39.99,2025-06-28
77,54aebed4-44a5-48b2-8d08-b9dd25f35cc2,SuperSwipe,39.99,2025-09-12
78,f6f302dd-23d7-4161-92e9-437e2b9d71fd,Subscription,19.99,2025-12-21
79,7b35d69c-4a23-4d40-a736-75387e402ecc,Spotlight,39.99,2025-07-27
80,bf90ecc9-c473-4546-9d00-378e2fb1378a,SuperSwipe,39.99,2025-07-25
81,ea163b26-713a-41c4-bc31-6fba19db1d80,Spotlight,19.99,2025-10-28
82,fa23ecc4-6d18-4d21-8f71-1c6f071fee0f,Subscription,39.99,2025-11-01
83,c39dd352-a66c-4754-9a03-08ce454f14df,Spotlight,39.99,2025-09-09
84,96a4ecf1-dbc7-4db5-87b5-56b70bf00093,Subscription,39.99,2025-11-15
85,3df270f7-6c0c-4b9a-bab3-2d5fe5eab112,SuperSwipe,39.99,2025-07-15
86,8092a99f-6d42-47e1-8d52-fb845529d8a2,Spotlight,39.99,2025-11-24
87,4685915b-bb18-4a75-aff0-7bb4c9086ea7,Subscription,19.99,2025-06-30
88,9578c7ee-1e8c-4b89-8d2d-43bcb10ed282,Subscription,9.99,2025-06-21
89,e5542b38-ea6a-49f9-aec0-d9fd90b7806c,Subscription,19.99,2025-09-16
90,8340ad33-e139-456b-b5da-2d0d8199ff6b,Spotlight,39.99,2025-06-26
91,3e2a9e11-16eb-4513-8e32-57e656d18412,Spotlight,9.99,2025-08-16
92,26ac4d2a-0edc-4041-bb71-9ba6e65b5b0e,Subscription,19.99,2025-11-08
93,de326dd7-a091-44c6-b1a6-d3bf67560b03,Spotlight,39.99,2025-12-29
94,9adbb08f-4565-4680-baf7-8cee873bbbb2,Subscription,9.99,2025-08-20
95,ee598ad5-4798-42e4-8788-61d1648491a0,Subscription,39.99,2025-07-18
96,3fc343b1-2557-416f-9775-d532891fa933,Spotlight,19.99,2025-06-18
97,6724c05c-02bf-42d0-8d19-ab5e733d2374,Spotlight,9.99,2025-06-09
98,c232d466-3b49-4d80-aa25-8ff6011b5cbc,Subscription,9.99,2025-06-01
99,7c9317ab-8f96-4620-bd11-4b3168f76fab,SuperSwipe,39.99,2025-10-04
100,c745d8cc-c46e-4742-8da3-0d002e3b1ae1,SuperSwipe,19.99,2025-06-28
101,1db77209-3316-4ac2-af3a-d477caaa77f1,Spotlight,39.99,2025-09-22
102,2793d60d-248c-4bfd-9db9-8f250b3d5a3d,Subscription,19.99,2025-09-30
103,88e92a58-c005-4b83-9534-41a792df66b6,Spotlight,39.99,2025-09-07
104,c1d8ba13-fe0d-49ba-b0a7-d3f1f3a7905e,SuperSwipe,39.99,2025-12-13
105,32613009-aa02-4967-82d1-76b22263e005,Subscription,39.99,2025-12-19
106,94bc18e5-a59f-420f-a8a4-89ff5a540e88,SuperSwipe,39.99,2025-11-26
107,7412a050-d353-4e7a-b76d-0055ce8f2744,SuperSwipe,39.99,2025-12-22
108,f698c95c-4ba8-404e-bf83-a112ee6ce018,Spotlight,19.99,2025-11-29
109,fee0848d-9e44-43cb-b3a7-5e8e67805bc8,SuperSwipe,39.99,2025-06-27
110,845aa8c1-ef1b-4ad4-bed2-bd8ac04e9067,SuperSwipe,9.99,2025-07-03
111,d7cab872-a87f-4c26-b32a-fa40d6080788,Spotlight,19.99,2025-06-14
112,b690f964-223b-427f-8eb7-5ea40fe5983a,SuperSwipe,9.99,2025-09-24
113,656af4dc-7756-43de-83bd-505d1b48cb92,SuperSwipe,39.99,2025-08-31
114,307886f4-4d7c-4cdb-9e9e-8e4d5fafe36b,Subscription,39.99,2025-09-14
115,b75f66da-f30d-43c1-9ffe-05bd0d6a9844,SuperSwipe,9.99,2025-07-09
116,7600f904-c551-481a-9aae-c61a050b93d1,Subscription,9.99,2025-09-10
117,eb9de9a4-7c6d-4a5f-9f41-7d062196136e,Spotlight,19.99,2025-06-12
118,2146e25b-d9a9-41e5-864a-3add8384a03a,Spotlight,9.99,2025-06-23
119,b73b4769-bfa1-4ff2-8b36-36547e519f66,SuperSwipe,19.99,2025-12-18
120,0533e815-adc6-4f28-9465-ac7055efce5e,Subscription,9.99,2025-08-25
121,caa57959-cfe2-4d5a-ba9c-d58ed50f517a,Subscription,9.99,2025-08-28
122,6a83caa8-98eb-4a96-a5da-7e2d6b5e0ee9,SuperSwipe,39.99,2025-08-13
123,fb7beac2-5bab-46b7-85c9-ad0c3821e81f,Spotlight,9.99,2025-11-21
124,151c8b31-06f2-48d6-88de-8620c60ea0a2,SuperSwipe,9.99,2025-06-15
125,02dd5bdf-5ed3-428f-b003-44cbaac98153,Spotlight,19.99,2025-07-05
126,3257dec3-7b98-43ef-b067-3412bd807e83,Spotlight,19.99,2025-06-02
127,cde88fbe-9caa-46cf-8844-83f35979d96d,SuperSwipe,19.99,2025-08-19
128,5f308ff2-6329-42ba-b78c-80431e912128,Spotlight,39.99,2025-06-06
129,5fd17a2c-b408-4b1c-ac57-a2967cc48914,SuperSwipe,19.99,2025-12-21
130,75d02c8d-9c44-40af-8dcc-cfb8628e44a2,SuperSwipe,39.99,2025-10-21
131,a3562670-52ea-4428-ac84-fc0b96ced8a7,SuperSwipe,9.99,2025-09-01
132,79d1da7e-e1b1-4a9a-a56a-9762f5d6ea2a,SuperSwipe,19.99,2025-09-22
133,17306eb3-42c9-41c4-9ed5-4d050e65839f,SuperSwipe,19.99,2025-06-10
134,b141d3d4-aa62-4035-bce7-ec45e731576d,Spotlight,19.99,2025-07-08
135,b9638492-a7e4-4aaa-a498-787deee2ce0d,SuperSwipe,19.99,2025-12-18
136,e7feba8a-9795-49be-bb43-22e061357cda,Spotlight,39.99,2025-10-31
137,b1fe6994-95fd-4565-955f-bd2aa0733bb4,Spotlight,9.99,2025-06-26
138,647e762c-4983-4ee5-839a-d79e3252451a,SuperSwipe,39.99,2025-12-15
139,70b91048-38a8-47aa-aa02-56c5405b1d95,Subscription,39.99,2025-06-20
140,a89d675b-5487-4a39-8c38-b26861a741f1,Subscription,9.99,2025-12-15
141,09957f1f-2322-4db8-8b9b-e19fac7e7284,Subscription,19.99,2025-06-04
142,598dd4ef-2ff8-40b1-a1c0-2f131e0239cd,SuperSwipe,9.99,2025-11-11
143,d70249e4-1ab2-428e-bb01-58815bc6f39a,Subscription,39.99,2025-10-08
144,4588039f-603f-4737-b7a4-a6d292cd65ee,Subscription,19.99,2025-07-04
145,61fd9740-79ee-434d-bc03-acbf2ae06ca8,Spotlight,19.99,2025-10-15
146,4f1c7a56-8352-4620-98e2-645170c22893,SuperSwipe,39.99,2025-12-12
147,4437d4c3-2437-48cf-bbd1-35229a33211e,Subscription,9.99,2025-07-14
148,f1b93ec0-7b1b-4d30-937c-f6bfe6dbf318,Spotlight,39.99,2025-11-26
149,ac0f8044-a9b4-4f02-b683-5350b2e453e7,SuperSwipe,19.99,2025-07-21
150,675409eb-b9a4-4982-907a-d9c5f71550e2,Subscription,19.99,2025-08-25
151,ac36e87b-2f8b-46c0-935e-be9fc14beb5a,SuperSwipe,9.99,2025-07-15
152,eeefcfaa-fe44-47de-8695-8794eed1addc,SuperSwipe,39.99,2025-07-17
153,8bf0ca3a-1ea6-472e-811c-2fa6d583b104,Subscription,19.99,2025-08-13
154,f0eac1eb-1273-4334-94f0-29f9d660e2e7,Subscription,19.99,2025-09-05
155,528dd53c-74c0-4afc-b5d4-6ef0cc1c2f67,Spotlight,39.99,2025-10-14
156,124583a4-a050-4c23-80ef-cd004763e600,Spotlight,39.99,2025-06-26
157,47dc7121-1ae7-4e15-9000-5a3795ffa69f,Spotlight,9.99,2025-08-03
158,3bc7a45c-1522-4b8a-8a91-930fd544b3ce,Spotlight,39.99,2025-11-08
159,52d9cf52-7421-4280-a223-5b7da184c700,Subscription,39.99,2025-09-17
160,c38765be-b043-45f7-abcb-4f0d8405d50b,SuperSwipe,9.99,2025-06-26
161,acdce2f7-9a92-4593-b43b-3c1286808727,SuperSwipe,19.99,2025-10-09
162,74ea4b3a-de4d-4d19-836d-94173d1736d4,Spotlight,9.99,2025-07-05
163,c7dc2c2b-8d28-4a5b-a029-de2df38019b7,Subscription,39.99,2025-07-14
164,d74275cb-1eb0-4477-96d0-e262d90d3283,Subscription,39.99,2025-12-01
165,a9915b15-0ffc-4292-973d-4db0af1578bf,SuperSwipe,39.99,2025-12-25
166,1fb41b06-7f9f-4f96-998e-af9675e7b537,Subscription,19.99,2025-08-12
167,92d19bca-d8e5-4a39-88a8-bc67417c86e0,SuperSwipe,19.99,2025-10-30
168,42c2d66f-b8d2-4b45-a218-bffafdfbedb7,Subscription,19.99,2025-09-24
169,d4fbfdde-f4bd-44d8-b6b2-642398720114,Spotlight,39.99,2025-10-11
170,c295c476-bb39-48ab-bdb3-f76af7600895,Spotlight,39.99,2025-09-20
171,75ca6c93-7eee-4f2d-b0d8-624039d9e427,Subscription,9.99,2025-07-29
172,fa003a9e-7e62-4b9f-903e-a75b3ba1e3b6,Subscription,9.99,2025-11-08
173,6a3292d0-4ad9-4a89-960c-b01a70926e59,SuperSwipe,39.99,2025-11-08
174,b6dee521-7ed3-42bb-89d7-efd8f5854622,SuperSwipe,19.99,2025-12-11
175,5796ec09-4d8a-4ed3-918a-db1d427be4fb,SuperSwipe,19.99,2025-06-06
176,8298b096-8da5-4cc1-9c03-a12b2723fc68,Subscription,39.99,2025-09-22
177,cec53fa1-8fdb-4ec6-9b8c-446da49416e5,Spotlight,9.99,2025-10-17
178,e5b77c0b-73cf-40ca-b354-b629da12f2c5,Spotlight,9.99,2025-10-22
179,d4381be8-51e3-4601-8f71-95d0ecaad203,SuperSwipe,9.99,2025-09-20
180,ebf597b2-2d37-4de1-810d-8d02a4a3346f,Spotlight,9.99,2025-07-19
181,c44d9fe6-cd18-4426-bcb6-2d6928ca274f,SuperSwipe,9.99,2025-10-20
182,54161364-b6b7-44bb-82c2-d955d0d82ce6,Subscription,19.99,2025-10-24
183,8281e79a-7e32-44fe-85fd-b74229c512b3,Subscription,19.99,2025-09-07
184,a0cf09a0-c5d4-44f6-a8d2-4996bbee3e6a,SuperSwipe,39.99,2025-10-23
185,18bf845f-b873-4ee0-8e89-2e920fcced17,Spotlight,19.99,2025-07-14
186,b00044dc-addb-41be-930c-2c613da86a73,Spotlight,39.99,2025-06-30
187,b5a847b2-0093-432a-9a2c-717e933d8cfe,Subscription,9.99,2025-09-26
188,53ee58e0-8d27-4d6e-a094-c92245f0da57,SuperSwipe,39.99,2025-12-02
189,a4088a67-dca9-4252-a380-89fee08fb5bd,Spotlight,9.99,2025-09-25
190,cb1f0d7f-acff-47db-b63f-65d1ee884b29,Spotlight,19.99,2025-09-08
191,e49e42dc-3fbf-45ff-b5c2-4f9539ed0715,Subscription,19.99,2025-06-29
192,b370a27d-1723-4f53-8ac7-c786ad9f1350,SuperSwipe,19.99,2025-08-04
193,0d865dd3-3106-4061-b8e2-1657add62cf2,SuperSwipe,19.99,2025-12-13
194,2584a526-51e2-462d-9222-fb17a9ce5839,Spotlight,9.99,2025-07-06
195,0c006b7b-36da-4b2c-9f6c-db73907a8455,SuperSwipe,19.99,2025-11-14
196,45e905fb-a5a8-4032-95d8-5fd20694322f,Subscription,39.99,2025-08-10
197,b3875024-e2ea-4157-a4a3-da6272d55a7c,SuperSwipe,9.99,2025-11-24
198,3fab2833-f2dd-466c-a360-86cc54513169,SuperSwipe,39.99,2025-07-02
199,810dfa06-8700-463a-aa0c-2b80998973b8,SuperSwipe,39.99,2025-10-01
200,7ae5824b-500f-45b8-a59e-7f53f569313e,SuperSwipe,39.99,2025-06-18
201,65e6677b-d722-4b2b-a5f0-bb4798af9a39,SuperSwipe,39.99,2025-09-13
202,8a0cae58-5356-49b3-9574-d2fbef083a08,Subscription,39.99,2025-08-29
203,92f0a4c9-2f43-4958-99d9-cc114296b0f5,Subscription,9.99,2025-06-16
204,039bbbc8-9b76-4c20-9993-896617467378,SuperSwipe,39.99,2025-08-03
205,0b157d89-a448-48d7-9778-d7bbc29048b9,Subscription,19.99,2025-06-07
206,67684594-fb69-4818-9f43-20082062dd27,Subscription,39.99,2025-08-01
207,b2663b4e-fded-4350-8298-905d12270773,Spotlight,19.99,2025-09-27
208,e9932545-98b0-4aa8-8879-cdb5de821924,SuperSwipe,39.99,2025-09-30
209,9f8774c2-83c8-4d85-8f0d-648449183678,Spotlight,39.99,2025-06-26
210,ba64c378-ae6d-4114-bd79-d1eab7b246ed,Spotlight,19.99,2025-10-13
211,d1e8f88c-0f75-451c-8426-a3ed08c0fe82,Spotlight,39.99,2025-12-29
212,f224fb22-9662-44f6-9159-edeaf00aa906,Subscription,9.99,2025-10-27
213,2e9ded5e-91fd-4cf9-a395-c6aa67525e1a,Spotlight,9.99,2025-06-17
214,a754c11f-6d03-484a-b1c7-6b32f1800eb6,Spotlight,39.99,2025-07-15
215,c2ae8550-f0a3-4fb2-8baa-ab6f8742c909,Subscription,39.99,2025-12-04
216,0a26900a-fdd0-431a-9183-3c12ed6d9ca2,Subscription,39.99,2025-07-15
217,d91a889f-a9b4-4c7c-afa0-c51bd8b19af0,SuperSwipe,9.99,2025-10-07
218,c7c84451-e24d-4b06-b4d6-3a8b7757d728,Spotlight,9.99,2025-10-25
219,bed28e7a-8a13-41db-9008-5700e51765da,SuperSwipe,9.99,2025-09-18
220,4c00651e-3763-465c-b020-c987a04ec78c,SuperSwipe,19.99,2025-09-10
221,76847a41-c5f9-43d3-ba23-275091da6dbf,Subscription,9.99,2025-09-15
222,c1b57a69-c05f-4cf5-b4d3-95f29c2df247,SuperSwipe,19.99,2025-07-17
223,ff4d5cd3-0820-41b6-ab05-e61b718602ed,SuperSwipe,9.99,2025-12-30
224,af2b63ec-2811-496b-a2eb-5525f0806863,Subscription,9.99,2025-12-25
225,e02ccdc3-36ac-49a8-9e56-8ac5aa45133d,Subscription,9.99,2025-12-24
226,292f027e-63f4-4942-9e21-c7b0effadc5e,SuperSwipe,39.99,2025-06-09
227,7c7578e2-224d-4618-acc0-f8de5cffff5a,Subscription,39.99,2025-07-08
228,a58d2a4f-eee8-40d6-89f3-0b0bd73169f8,Subscription,19.99,2025-06-30
229,00e121c0-ec89-4818-ac36-95c7fe7894d0,SuperSwipe,39.99,2025-06-15
230,9b746234-08f9-43e2-955d-d90edbac40b9,SuperSwipe,39.99,2025-11-15
231,57751419-fca4-4fa8-aaee-3d6e1dbea3a9,Subscription,19.99,2025-09-24
232,705ceae9-8b91-49f2-b54b-9ca83fde6cfe,Subscription,19.99,2025-11-06
233,c45678b7-04b3-47a9-9052-edfc333696ce,Spotlight,9.99,2025-06-17
234,05ee93a1-845b-43e8-a888-f9f278050bd3,Spotlight,9.99,2025-08-18
235,7ed66c65-0b50-415a-908b-7a26f9f5ba0d,Subscription,9.99,2025-09-03
236,ed6a1cd5-8b72-4bbc-8150-8ac4dd9e82ff,Subscription,39.99,2025-11-27
237,a38b394a-1391-479b-b629-4d1a03471232,SuperSwipe,9.99,2025-09-09
238,87f80bc5-b394-48e0-9d7d-b3eb7242ac32,Subscription,9.99,2025-11-21
239,55c312f8-33dd-4294-af74-2c7cd51c397e,Subscription,19.99,2025-07-17
240,51b16945-0b83-454b-abcf-3f6654c688ce,SuperSwipe,19.99,2025-10-27
241,233458b4-554c-41a2-9ca3-9d6eb00b27e7,SuperSwipe,19.99,2025-10-28
242,3da1912d-1fdd-415e-9cdf-8a741131fcd7,Spotlight,9.99,2025-11-21
243,420f4be8-294d-4280-bf92-5f86231bbf21,Spotlight,39.99,2025-10-01
244,4b5f7bc2-4404-43db-b46b-d5e2a1a025ba,SuperSwipe,19.99,2025-07-03
245,80d30bd4-a6ca-45a4-adca-30d8e9baa11c,SuperSwipe,39.99,2025-10-28
246,6c490604-7a03-494d-aa2f-9e45053c12f7,Subscription,19.99,2025-11-13
247,9266dc22-62b1-4b48-be47-463c8599a3ae,Subscription,9.99,2025-11-28
248,19048cfa-9cbd-4060-9a1c-b7c6bf63264b,Spotlight,19.99,2025-12-14
249,498bfc90-70b1-4534-8922-77f49557486b,Subscription,39.99,2025-08-19
250,9c18333d-f60f-4311-9462-a9f34d962824,Spotlight,9.99,2025-10-21
251,5be20dc4-2500-417f-bda9-9591fa3074eb,Subscription,19.99,2025-09-11
252,8d687308-7be4-4aa9-9732-753ca1b66a3d,Spotlight,9.99,2025-08-13
253,06a2a539-d52d-4548-a5d7-edfec064f2de,Subscription,9.99,2025-09-14
254,f95e9fd9-4f47-4cd4-85b5-89fbbfdf5c03,Subscription,19.99,2025-09-13
255,c3e889bd-aae6-4b3b-bf42-ee32a4e38ea6,Subscription,39.99,2025-10-15
256,9d92f9e1-e637-41e6-98c0-bc03d355402f,SuperSwipe,19.99,2025-07-01
257,61264f95-31b5-47cf-8879-15756e9042e1,SuperSwipe,9.99,2025-07-08
258,5a698492-b619-4f67-acf3-81ee5ed56af8,Subscription,9.99,2025-10-18
259,554f2a40-acf1-42b3-94ce-d25fe83e3897,SuperSwipe,9.99,2025-08-04
260,1241667f-123d-448f-8c34-57473dbef5ed,Spotlight,9.99,2025-07-14
261,40c08368-d42b-4f0b-bc3f-abc9bb8eb84d,Spotlight,9.99,2025-09-26
262,4bdaeabd-e064-4958-b1b2-0b9ff4ccc7de,Spotlight,19.99,2025-08-12
263,a2cc3173-bebe-4f09-86d6-5150e8c7ead6,Spotlight,19.99,2025-07-04
264,414ae803-7ce1-469e-af88-80acee8f285d,Spotlight,19.99,2025-06-28
265,68abc2f4-bb3d-4824-b37d-22a1832ecaad,SuperSwipe,9.99,2025-07-29
266,d684210b-9fad-498b-a144-024877921a2a,Spotlight,9.99,2025-08-03
267,501f0523-7336-49ee-9003-3120ed6c73c6,Spotlight,9.99,2025-09-23
268,28b3167c-f062-4451-a56e-20290613fbee,SuperSwipe,9.99,2025-12-28
269,73cdfd49-b51f-4b3c-b90d-55bf312881e4,Subscription,39.99,2025-08-25
270,6fe6f7fb-8680-4f05-922f-2d4bb30c9828,Subscription,9.99,2025-06-17
271,6d10f25d-a38c-4cae-baa4-bc35b9573d9d,Subscription,19.99,2025-11-08
272,aa2fd434-eece-45bd-95cd-99cc6b660a2f,Spotlight,9.99,2025-10-06
273,314cb127-82ad-4871-9178-ee377b744a8e,Subscription,9.99,2025-07-28
274,456820f9-8802-4669-93db-36ba48857f69,Subscription,9.99,2025-08-28
275,9f7df1f2-500f-41b8-9a2e-d887e1e5fee8,Subscription,19.99,2025-06-02
276,e063efd9-c449-44ae-a3a7-51140d439533,Spotlight,9.99,2025-11-14
277,c9712ff8-8322-4e99-89b8-c8d8f867caa7,Spotlight,19.99,2025-06-23
278,ad88243c-9c83-4843-85ee-c4b2c97881e9,Spotlight,9.99,2025-08-07
279,539e015b-b604-4e5d-8e30-67d2efbf779f,SuperSwipe,39.99,2025-07-03
280,46cb9bb6-534b-4916-accf-b26474c2122d,SuperSwipe,19.99,2025-10-06
281,6e8f0571-5e36-40ac-98eb-35a28fce06a1,Spotlight,9.99,2025-07-12
282,f1f303a4-2d4d-4ec3-ac6b-948d8090a48e,SuperSwipe,19.99,2025-06-09
283,b3c5ea8f-5457-4152-aa2e-ae942d4a4d01,Spotlight,9.99,2025-07-31
284,3a11e641-41b6-4336-9d21-33a58bc3da6d,SuperSwipe,9.99,2025-08-13
285,61ab6582-8f97-4d26-9e26-b2aa77cf252a,Subscription,19.99,2025-10-10
286,d3191857-7c0a-4353-96ea-8ea2a6f27752,Subscription,19.99,2025-09-19
287,c12a99d7-1436-42ce-a297-1a20ee9181a4,SuperSwipe,19.99,2025-06-02
288,d62232bf-f6ef-48e8-8be3-6b2c470d8791,Subscription,19.99,2025-10-06
289,7e10f2ab-696c-426a-8dfe-3a12f3785a3c,Spotlight,19.99,2025-07-05
290,c87cb165-3cc9-46f4-b775-92f3772cd9b8,Spotlight,9.99,2025-09-01
291,38a16ad1-e87b-4739-a221-e350fced9423,SuperSwipe,39.99,2025-12-05
292,61bf5cd8-5fed-4cb2-a82f-592ab58567cd,Subscription,39.99,2025-07-16
293,4b051246-ea6e-43d2-b7b1-8cc560f10482,Spotlight,19.99,2025-09-18
294,7ec0f7b9-1953-4edf-9105-91ad3242ec55,Subscription,9.99,2025-06-10
295,21760d65-63f7-478d-bbb7-45b3578b1b45,SuperSwipe,9.99,2025-08-06
296,80f3a0bc-eb74-43c5-8e4e-eb8733ccde6e,Spotlight,9.99,2025-07-13
297,005855ca-6659-4bc5-872b-9f5f0cb61d26,Spotlight,9.99,2025-12-05
298,3fc43924-eadd-42e1-a448-bb822d93667e,SuperSwipe,9.99,2025-12-06
299,b522a2aa-e879-4cf6-af4e-9a65ec634f5c,Subscription,39.99,2025-07-03
